,best_match_score,__id_left,__id_right,wine_name_left,wine_winery_left,wine_country_left,wine_region_left,wine_type_left,wine_name_right,wine_winery_right,wine_country_right,wine_region_right,wine_type_right
29534,-0.006578320788620003,229_left,408_right,Barolo Brunate,Vietti, Italien ,Piemont,red,Barolo Castiglione,Vietti,Italien,Barolo,red
64853,-0.012550289546507599,602_left,10176_right,Cuvée Diel de Diel,Schlossgut Diel, Deutschland ,Nahe,white,Reserve,Diel,Deutschland,Nahe,sparkling
27842,-0.012599341308112383,218_left,2944_right,GSM,Bodegas Castaño, Spanien ,Yecla,red,Solanera Viñas Viejas,Castaño,Spanien,Yecla,red
387,-0.017733638494892272,12_left,5201_right,Petresco IGT Toscana,Podere Le Cinciole, Italien ,Toscana,red,Botrosecco Maremma Toscana,Le Mortelle,Italien,Maremma Toscana,red
76617,-0.017733638494892272,743_left,5201_right,Petresco IGT Toscana,Podere Le Cinciole, Italien ,Toscana,red,Botrosecco Maremma Toscana,Le Mortelle,Italien,Maremma Toscana,red
59671,-0.019914201164582795,509_left,227_right,Riesling Auslese Niederhäuser Hermannshöhle 'Goldkapsel' 375 ml,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
56631,-0.019914201164582795,472_left,227_right,Riesling Auslese Niederhäuser Hermannshöhle 'Goldkapsel' 375 ml,Weingut Dönnhoff, Deutschland ,Nahe,white,Riesling,Dönnhoff,Deutschland,Nahe,white
54963,-0.0199483986235813,452_left,7445_right,Chardonnay IGP,Domaine Girard, Frankreich ,Languedoc,white,Novellum Chardonnay,Domaine Lafage,Frankreich,Languedoc-Roussillon,white
69457,-0.02301265295492185,658_left,4118_right,Sauvignon Blanc Terra Rossa Westhofen,Weingut Weedenborn, Deutschland ,Rheinhessen,white,Terra Fusca Sauvignon Blanc,Russbach,Deutschland,Rheinhessen,white
62032,-0.03599563554889898,559_left,6372_right,Grande Réserve,Weingut Weedenborn, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
55184,-0.03599563554889898,453_left,6372_right,Grande Réserve,Weingut Weedenborn, Deutschland ,Rheinhessen,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
64023,-0.03692074117033125,593_left,2584_right,Grauburgunder trocken '232 ÜBER NULL',Weingut Weedenborn, Deutschland ,Rheinhessen,white,Grauburgunder Trocken,Weingut Metzger,Deutschland,Pfalz,white
38585,-0.037158727109706816,292_left,772_right,Château Haut-Bages Libéral Grand Cru Classé,Château Haut-Bages Libéral, Frankreich ,Bordeaux,red,Pauillac (Grand Cru Classé),Château Lynch-Bages,Frankreich,Pauillac,red
24440,-0.04118655517682768,192_left,2473_right,Borgonero Rosso Toscana Magnum,Borgo Scopeto, Italien ,Toscana,red,Toscana Rosso,Altesino,Italien,Toscana,red
53074,-0.041613117982775984,437_left,2930_right,Riesling trocken 'Von den Terrassen',Weingut Knebel, Deutschland ,Mosel,white,Riesling,Reinhard Knebel,Deutschland,Mosel,white
39580,-0.04228050429435385,299_left,1536_right,"Châteauneuf-du-Pape rouge ""Hommage à Jacques Perrin""",Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Château de Beaucastel,Frankreich,Châteauneuf-du-Pape,red
34563,-0.04228050429435385,268_left,1536_right,"Châteauneuf-du-Pape rouge ""Hommage à Jacques Perrin""",Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Château de Beaucastel,Frankreich,Châteauneuf-du-Pape,red
45141,-0.04228050429435385,330_left,1536_right,"Châteauneuf-du-Pape rouge ""Hommage à Jacques Perrin""",Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Château de Beaucastel,Frankreich,Châteauneuf-du-Pape,red
35743,-0.04246061588080373,276_left,408_right,Barolo Lazzarito Magnum,Vietti, Italien ,Piemont,red,Barolo Castiglione,Vietti,Italien,Barolo,red
54134,-0.04254200030656348,448_left,9110_right,Chablis,Bessin - Tremblay (Domaine Bessin), Frankreich ,Bourgogne,white,Bourgogne Chardonnay,Domaine Faiveley,Frankreich,Bourgogne,white
11985,-0.04358167650357097,105_left,11102_right,Rosso IGT 'Serna 932',Borgo Molino, Italien ,Veneto,red,Rosa Rosé,Borgo Molino,Italien,Venezia,rosé
1584,-0.04465626299125067,22_left,5299_right,Château Ferran Pessac-Léognan,Château Ferran, Frankreich ,Bordeaux,red,Pessac-Léognan,Château La Louvière,Frankreich,Pessac-Léognan,red
43135,-0.04998820327638977,321_left,1038_right,Château Rol Valentin Grand Cru Classé,Château Rol-Valentin, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
13508,-0.05477042436592382,115_left,11378_right,Barolo Ravera,Reva, Italien ,Piemont,red,Solonoir,Réva,Italien,Piemont,sparkling
71350,-0.05904107681580652,678_left,8632_right,Riesling Selection „Ried Pfaffenberg“ Magnum,Weingut Emmerich Knoll, Österreich ,Niederösterreich,white,Loibner Riesling Federspiel,Weingut Knoll,Österreich,Wachau,white
73531,-0.06549593093230882,716_left,872_right,Chardonnay trocken Nonnengarten,Weingut K.-H. Milch, Deutschland ,Rheinhessen,white,Riesling Trocken,K.Wechsler,Deutschland,Rheinhessen,white
88826,-0.06589858000613216,914_left,672_right,Sauvignon Blanc Sekt brut nature,Weingut Weedenborn, Deutschland ,Rheinhessen,sparkling,Sauvignon Blanc,Knewitz,Deutschland,Rheinhessen,white
45718,-0.0689840468749418,333_left,1038_right,Vieux Château Certan Grand Cru Classé,Vieux Château Certan, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
1274,-0.06951997541106474,16_left,5201_right,Petresco IGT Toscana Magnum,Podere Le Cinciole, Italien ,Toscana,red,Botrosecco Maremma Toscana,Le Mortelle,Italien,Maremma Toscana,red
77442,-0.06951997541106474,747_left,5201_right,Petresco IGT Toscana Magnum,Podere Le Cinciole, Italien ,Toscana,red,Botrosecco Maremma Toscana,Le Mortelle,Italien,Maremma Toscana,red
8440,-0.06976063627796066,85_left,6942_right,Dolcetto d’Alba,Cantina Bartolo Mascarello, Italien ,Piemont,red,Barbera d'Alba,Borgogno,Italien,Piemont,red
3037,-0.06980941350003138,41_left,7043_right,Barolo Cerretta,Giacomo Conterno, Italien ,Piemont,red,Barolo Villero,Giacomo Fenocchio,Italien,Barolo,red
12938,-0.0715182482025954,110_left,3354_right,Vinha do Infante,Quinta do Infantado, Portugal ,Douro,red,Reserva Vinhas Velhas,Quinta do Crasto,Portugal,Douro,red
3510,-0.07953810270069103,45_left,2030_right,"Novello ""Fantini""",Farnese Vini srl, Italien ,Abruzzen,red,News Novello,Farnese,Italien,Abruzzo,red
2835,-0.07984374668883075,40_left,7043_right,Barolo Arione,Giacomo Conterno, Italien ,Piemont,red,Barolo Villero,Giacomo Fenocchio,Italien,Barolo,red
89868,-0.08345855991467735,935_left,9761_right,Champagne 'Clos des Maladries' Grand Cru Avize,Champagne Etienne Calsac, Frankreich ,Champagne,sparkling,Rose de Craie Rosé Champagne,Etienne Calsac,Frankreich,Schaumwein,sparkling
70490,-0.08528066665495652,671_left,2893_right,"Occultum Lapidem BLANC, Côtes du Roussillon Villages Latour de France",Domaine de Bila Haut, Frankreich ,Roussillon,white,Côtes du Roussillon Villages,Château de Jau,Frankreich,Côtes du Roussillon Villages,red
8237,-0.08528977413049459,84_left,7597_right,Langhe Nebbiolo,Cantina Bartolo Mascarello, Italien ,Piemont,red,Langhe Nebbiolo,Batasiolo,Italien,Langhe,red
33378,-0.09103032927318193,258_left,2421_right,Langhe Nebbiolo 'Gavarini',Azienda Agricola Elio Grasso, Italien ,Piemont,red,Langhe Nebbiolo,Elio Filippino,Italien,Langhe,red
41860,-0.0937538181710231,314_left,1038_right,Château Grand-Mayne Grand Cru Classé Impérial,Château Grand-Mayne, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
35286,-0.09453738481970762,272_left,2034_right,"Ronan by Clinet, Bordeaux Rouge",Ronan Laborde, Frankreich ,Bordeaux,red,Bordeaux Rouge,Château Vircoulon,Frankreich,Bordeaux,red
10553,-0.09487516969029523,96_left,3489_right,Les Calades,Clos Saint Jean, Frankreich ,Rhône,red,Châteauneuf-du-Pape,Clos Saint Jean,Frankreich,Châteauneuf-du-Pape,red
50116,-0.09852179784926933,388_left,10176_right,Prestige Cuvée Victor,Schlossgut Diel, Deutschland ,Nahe,white,Reserve,Diel,Deutschland,Nahe,sparkling
46068,-0.09965365922609615,335_left,408_right,Barolo Riserva Villero,Vietti, Italien ,Piemont,red,Barolo Castiglione,Vietti,Italien,Barolo,red
44435,-0.10162078739951035,327_left,1038_right,Château Croix de Labrie Grand Cru Classé,Château Croix de Labrie, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
42639,-0.10162078739951035,319_left,1038_right,Château Croix de Labrie Grand Cru Classé,Château Croix de Labrie, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
42408,-0.10162078739951035,318_left,1038_right,Château Croix de Labrie Grand Cru Classé,Château Croix de Labrie, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
42898,-0.10162078739951035,320_left,1038_right,Château Croix de Labrie Grand Cru Classé,Château Croix de Labrie, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
46610,-0.10162078739951035,339_left,1038_right,Château Croix de Labrie Grand Cru Classé,Château Croix de Labrie, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
44880,-0.10162078739951035,329_left,1038_right,Château Croix de Labrie Grand Cru Classé,Château Croix de Labrie, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
42068,-0.10177454019256224,315_left,1038_right,Château Rol Valentin Grand Cru Classé Magnum,Château Rol-Valentin, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
24070,-0.10306176416540275,189_left,6942_right,Dolcetto d'Alba DOC,Albino Rocca, Italien ,Piemont,red,Barbera d'Alba,Borgogno,Italien,Piemont,red
60867,-0.10455135453524671,527_left,4758_right,Langhe Bianco 'Grey',Reva, Italien ,Piemont,white,Langhe Bianco,Parusso,Italien,Langhe,white
28700,-0.10664473121954408,224_left,3721_right,Rouge 'Perdrizière',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
17801,-0.10664473121954408,145_left,3721_right,Rouge 'Perdrizière',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
82854,-0.10664473121954408,807_left,3721_right,Rouge 'Perdrizière',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
80388,-0.10664473121954408,787_left,3721_right,Rouge 'Perdrizière',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
28478,-0.10664473121954408,223_left,3721_right,Rouge 'Oudan',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
82632,-0.10664473121954408,806_left,3721_right,Rouge 'Oudan',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
30085,-0.12005666396577584,234_left,2473_right,Toscana Rosso 'Troncone',Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Toscana Rosso,Altesino,Italien,Toscana,red
16415,-0.12005666396577584,131_left,2473_right,Toscana Rosso 'Troncone',Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Toscana Rosso,Altesino,Italien,Toscana,red
3239,-0.12159575041620387,42_left,7043_right,Barolo Cerretta Magnum,Giacomo Conterno, Italien ,Piemont,red,Barolo Villero,Giacomo Fenocchio,Italien,Barolo,red
88568,-0.12277346335381045,911_left,11374_right,Chardonnay Sekt brut nature,Weingut Weedenborn, Deutschland ,Rheinhessen,sparkling,Cuvée Katharina Brut Nature,Raumland,Deutschland,Rheinhessen,sparkling
29809,-0.1271031977851125,233_left,1829_right,Brunello di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Brunello di Montalcino,La Rasina,Italien,Brunello di Montalcino,red
22474,-0.1271031977851125,181_left,1829_right,Brunello di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Brunello di Montalcino,La Rasina,Italien,Brunello di Montalcino,red
87906,-0.12875786945093617,903_left,11266_right,Prosecco Spumante Conegliano Valdobbiadene DOCG Extra Brut,Cantina Gregoletto, Italien ,Veneto,sparkling,Prosecco Conegliano Valdobbiadene Superiore Extra Dry,La Marca,Italien,Conegliano-Valdobbiadene Prosecco,sparkling
3655,-0.13230524787629616,46_left,6061_right,Primitivo di Manduria 'Zolla',Farnese Vini srl, Italien ,Abruzzen,red,Primitivo di Manduria Zolla,Vigneti del Salento,Italien,Primitivo di Manduria,red
71636,-0.13428724617780344,683_left,5330_right,Chassagne-Montrachet Blanc 1er Cru Clos Saint Jean,Domaine Blain-Gagnard, Frankreich ,Bourgogne,white,Chassagne-Montrachet Blanc,Domaine Michel Niellon,Frankreich,Chassagne-Montrachet,white
2403,-0.1363027070438378,35_left,7043_right,Barolo DOCG Francia,Giacomo Conterno, Italien ,Piemont,red,Barolo Villero,Giacomo Fenocchio,Italien,Barolo,red
21261,-0.13800255934907107,175_left,1038_right,Château Langoa Barton Grand Cru Classé,Château Léoville Barton/Langoa Barton, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
21033,-0.13800255934907107,174_left,1038_right,Château Langoa Barton Grand Cru Classé,Château Léoville Barton/Langoa Barton, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
65647,-0.13804050080376437,613_left,5330_right,Chassagne-Montrachet Blanc 'Le Concis du Champs',Domaine Hubert Lamy, Frankreich ,Bourgogne,white,Chassagne-Montrachet Blanc,Domaine Michel Niellon,Frankreich,Chassagne-Montrachet,white
19270,-0.14446922033696624,153_left,6696_right,Cornas 'Temenos',Maison Chapoutier, Frankreich ,Rhône,red,Cornas Les Arènes ,M. Chapoutier,Frankreich,Cornas,red
77061,-0.14623976149771514,745_left,3502_right,Chianti Classico Gran Selecione Aluigi,Podere Le Cinciole, Italien ,Toscana,red,Chianti Classico Gran Selezione,Fonterutoli,Italien,Chianti Classico,red
855,-0.14623976149771514,14_left,3502_right,Chianti Classico Gran Selecione Aluigi,Podere Le Cinciole, Italien ,Toscana,red,Chianti Classico Gran Selezione,Fonterutoli,Italien,Chianti Classico,red
67742,-0.157050162156018,637_left,6372_right,Riesling trocken '55 GRAD' Sonderedition,Weingut Walter, Deutschland ,Mosel,white,Riesling Trocken,Weingut Geil,Deutschland,Rheinhessen,white
49593,-0.1587800559215733,382_left,2927_right,Riesling Großkarlbacher Burgweg 1. Lage,Weingut Philipp Kuhn, Deutschland ,Rheinhessen,white,Riesling Tradition,Philipp Kuhn,Deutschland,Pfalz,white
2608,-0.16349220938683126,37_left,6942_right,Dolcetto d’Alba DOC,Giuseppe Rinaldi, Italien ,Piemont,red,Barbera d'Alba,Borgogno,Italien,Piemont,red
50323,-0.16978538268454865,390_left,9149_right,Moscato d'Asti DOCG,Albino Rocca, Italien ,Piemont,white,Moscato,Dilé,Italien,Piemont,white
9877,-0.16998301938144958,92_left,3994_right,"Occultum Lapidem ROUGE, Cts. du Roussillon Vill. Latour de France",Domaine de Bila Haut, Frankreich ,Roussillon,red,Authentique Côtes du Roussillon Rouge,Domaine Lafage,Frankreich,Côtes du Roussillon,red
23177,-0.17888953470128496,184_left,1829_right,Brunello di Montalcino Magnum,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Brunello di Montalcino,La Rasina,Italien,Brunello di Montalcino,red
19481,-0.17948903742235134,154_left,7163_right,Nero di Troia 'Canace',Cantina Diomede, Italien ,Apulien & Abruzzen,red,Nero di Troia,Zensa,Italien,Puglia,red
81443,-0.18374150284571752,793_left,5960_right,Rosso di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Rosso di Montalcino,La Poderina,Italien,Rosso di Montalcino,red
19757,-0.18374150284571752,159_left,5960_right,Rosso di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Rosso di Montalcino,La Poderina,Italien,Rosso di Montalcino,red
23684,-0.18374150284571752,186_left,5960_right,Rosso di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Rosso di Montalcino,La Poderina,Italien,Rosso di Montalcino,red
81064,-0.18374150284571752,790_left,5960_right,Rosso di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Rosso di Montalcino,La Poderina,Italien,Rosso di Montalcino,red
32867,-0.1846118656097396,251_left,5233_right,Chassagne-Montrachet Rouge 1er Cru Clos Saint Jean,Domaine Blain-Gagnard, Frankreich ,Bourgogne,red,Chassagne-Montrachet Rouge,Bertrand Bachelet,Frankreich,Chassagne-Montrachet,red
74726,-0.18548187208277594,730_left,10705_right,Rosé Méditerranée,Domaine de Triennes, Frankreich ,Provence,sparkling,Rosé,Domaine Houchart,Frankreich,Côtes de Provence,rosé
44177,-0.18816990594945485,326_left,1038_right,Château Côte de Baleau Grand Cru Classé Magnum,Château Côte de Baleau, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
90176,-0.19239772420299298,938_left,12381_right,Cuvée Elisabeth Salmon Rosé,Champagne Billecart Salmon, Frankreich ,Champagne,sparkling,Extra Brut Champagne,Billecart-Salmon,Frankreich,Schaumwein,sparkling
14001,-0.20594760438502274,118_left,404_right,Gigondas 'Réserve' Rouge,Domaine des Bosquets, Frankreich ,Rhône,red,Reserve Rouge,Domaine des Deux Cles,Frankreich,Vallee du Paradis,red
51294,-0.20739206520616343,402_left,7076_right,"Ronan by Clinet, Bordeaux Blanc",Ronan Laborde, Frankreich ,Bordeaux,white,Bordeaux Blanc,Château Pierrail,Frankreich,Bordeaux,white
21464,-0.20913092952268073,176_left,1752_right,Tempranillo Literflasche,Bodegas Eguren Ugarte, Spanien ,Kastilien-Léon,red,Épico Tempranillo,Dominio de Eguren,Spanien,Castilla,red
68496,-0.21976069513547672,643_left,3982_right,"Pinot Grigio ""Fantini"" Terre di Siciliani",Farnese Vini srl, Italien ,Sizilien,white,Pinot Grigio,Stemmari,Italien,Sizilien,white
57339,-0.22700381907708975,478_left,7285_right,Crozes Hermitage Blanc 'Cuvée Particulière',Domaine des Remizières, Frankreich ,Rhône,white,Les Galets Crozes-Hermitage,Domaine des Hauts Châssis,Frankreich,Crozes-Hermitage,red
76826,-0.23158572615537348,744_left,6418_right,Chianti Classico DOCg,Podere Le Cinciole, Italien ,Toscana,red,Cinciorosso,Cinciole,Italien,Chianti,red
620,-0.23158572615537348,13_left,6418_right,Chianti Classico DOCg,Podere Le Cinciole, Italien ,Toscana,red,Cinciorosso,Cinciole,Italien,Chianti,red
22198,-0.23767046782004952,180_left,1829_right,Brunello di Montalcino 'Fornace',Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Brunello di Montalcino,La Rasina,Italien,Brunello di Montalcino,red
7759,-0.23852039029697422,82_left,4435_right,Corton Grand Cru 'Clos des Cortons Faiveley' Monopole,Domaine Faiveley, Frankreich ,Bourgogne,red,Beaune 1er Cru 'Clos de L'Ecu' (Monopole),Domaine Faiveley,Frankreich,Beaune,red
14202,-0.23981730674874185,119_left,2631_right,Le Petit Vin,Domaine des Bosquets, Frankreich ,Rhône,red,Petit Chablis,Domaine des Hâtes,Frankreich,Petit Chablis,white
26796,-0.24069622393740545,211_left,303_right,Masseto,Masseto, Italien ,Toscana,red,Tignanello,Antinori,Italien,Toscana,red
6742,-0.24254646192614776,75_left,5983_right,Moulin à Vent 'Au Michelon',Domaine Mee Godard, Frankreich ,Bourgogne,red,La Rochelle Moulin à Vent,Domaine Anita,Frankreich,Moulin-à-Vent,red
90569,-0.24418406111916544,940_left,12381_right,Cuvée Elisabeth Salmon Rosé Magnum,Champagne Billecart Salmon, Frankreich ,Champagne,sparkling,Extra Brut Champagne,Billecart-Salmon,Frankreich,Schaumwein,sparkling
7365,-0.2471451823173871,80_left,4435_right,Chambertin-Clos de Bèze Grand Cru,Domaine Faiveley, Frankreich ,Bourgogne,red,Beaune 1er Cru 'Clos de L'Ecu' (Monopole),Domaine Faiveley,Frankreich,Beaune,red
18023,-0.2502411193291652,146_left,3721_right,Rouge 'Chez Coste',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
83076,-0.2502411193291652,808_left,3721_right,Rouge 'Chez Coste',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
28947,-0.2502411193291652,225_left,3721_right,Rouge 'Chez Coste',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
80610,-0.2502411193291652,788_left,3721_right,Rouge 'Chez Coste',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
3864,-0.2541993788592058,47_left,9723_right,Toscana Rosso 'HEBO',Azienda Agricola Petra, Italien ,Maremma,red,Bradisismo Veneto Rosso,Inama Azienda Agricola,Italien,Veneto,red
19067,-0.26083678404365096,152_left,5315_right,Pinot Noir trocken Barrique,Gantenbein, Schweiz ,Graubünden,red,Prago Pinot Noir,Weingut Metzger,Deutschland,Pfalz,red
13157,-0.2616750986208393,111_left,3158_right,Minervois 1er Cru La Livinière,Domaine des Aires Hautes, Frankreich ,Languedoc,red,Minervois,Mas des Mas,Frankreich,Minervois,red
9493,-0.2688512875119039,90_left,3169_right,Hermitage Rouge 'Autrement',Domaine des Remizières, Frankreich ,Rhône,red,Crozes-Hermitage Rouge,E. Guigal,Frankreich,Crozes-Hermitage,red
75111,-0.26953656986112223,733_left,9919_right,Rosé 'Cabochard',Domaine Sérol, Frankreich ,Loire,sparkling,Rosé de Loire,Domaine de Terrebrune,Frankreich,Rosé de Loire,rosé
79910,-0.26953656986112223,785_left,9919_right,Rosé 'Cabochard',Domaine Sérol, Frankreich ,Loire,sparkling,Rosé de Loire,Domaine de Terrebrune,Frankreich,Rosé de Loire,rosé
36340,-0.28297041705542836,280_left,7222_right,Gigondas 'L'Argnée' Vieilles Vignes Familie Perrin,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Gigondas La Gille,Famille Perrin,Frankreich,Gigondas,red
4095,-0.28297041705542836,50_left,7222_right,Gigondas 'L'Argnée' Vieilles Vignes Familie Perrin,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône,red,Gigondas La Gille,Famille Perrin,Frankreich,Gigondas,red
79704,-0.28468090159690734,784_left,1441_right,Blanc 'Les Auréliens',Domaine de Triennes, Frankreich ,Provence,white,Sauvignon Blanc Les Mariés,Domaine de la Baume,Frankreich,Languedoc-Roussillon,white
59435,-0.28468090159690734,508_left,1441_right,Blanc 'Les Auréliens',Domaine de Triennes, Frankreich ,Provence,white,Sauvignon Blanc Les Mariés,Domaine de la Baume,Frankreich,Languedoc-Roussillon,white
23408,-0.28945680473622204,185_left,1829_right,Brunello di Montalcino 'Fornace' Magnum,Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Brunello di Montalcino,La Rasina,Italien,Brunello di Montalcino,red
25558,-0.292402520768768,203_left,9110_right,Chambolle-Musigny AC,Domaine Hudelot-Noëllat, Frankreich ,Bourgogne,red,Bourgogne Chardonnay,Domaine Faiveley,Frankreich,Bourgogne,white
35000,-0.292402520768768,270_left,9110_right,Chambolle-Musigny AC,Domaine Hudelot-Noëllat, Frankreich ,Bourgogne,red,Bourgogne Chardonnay,Domaine Faiveley,Frankreich,Bourgogne,white
12481,-0.292402520768768,108_left,9110_right,Chambolle-Musigny AC,Domaine Hudelot-Noëllat, Frankreich ,Bourgogne,red,Bourgogne Chardonnay,Domaine Faiveley,Frankreich,Bourgogne,white
6515,-0.2947312191050096,74_left,9110_right,Morgon 'Corcelette',Domaine Mee Godard, Frankreich ,Bourgogne,red,Bourgogne Chardonnay,Domaine Faiveley,Frankreich,Bourgogne,white
68047,-0.30103530774421744,641_left,1896_right,"Mercurey Blanc 1er Cru ""Pièce 15""",Domaine Lorenzon, Frankreich ,Bourgogne,white,Bourgogne Blanc,Domaine Roulot,Frankreich,Bourgogne,white
62680,-0.30151473642321014,573_left,11741_right,Chardonnay Langhe 'Da Bertü',Albino Rocca, Italien ,Piemont,white,Chardonnay Brut,Borgo Maragliano,Italien,Piemont,sparkling
27608,-0.30469838805999855,217_left,193_right,Barolo,Cantina Bartolo Mascarello, Italien ,Piemont,red,Barolo,Prunotto,Italien,Barolo,red
8003,-0.30469838805999855,83_left,193_right,Barolo,Cantina Bartolo Mascarello, Italien ,Piemont,red,Barolo,Prunotto,Italien,Barolo,red
47314,-0.30691410167694694,343_left,1038_right,Château Leoville Las Cases Grand Cru Classé Magnum,Château Léoville Las Cases, Frankreich ,Bordeaux,red,Château Giscours (Grand Cru Classé),Château Giscours,Frankreich,Margaux,red
18253,-0.3149567421979206,147_left,3721_right,Rouge 'Eclat de Granite',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
80840,-0.3149567421979206,789_left,3721_right,Rouge 'Eclat de Granite',Domaine Sérol, Frankreich ,Loire,red,Rouge,Domaine Houchart,Frankreich,Côtes de Provence,red
37997,-0.31538726442047815,289_left,293_right,"V. I. T., Côtes du Roussillon Villages Latour de France",Domaine de Bila Haut, Frankreich ,Roussillon,red,Les Terroirs Côtes du Roussillon Villages,Calmel & Joseph,Frankreich,Côtes du Roussillon Villages,red
49168,-0.3210580002164813,366_left,1896_right,Saint-Aubin Blanc 'La Princée',Domaine Hubert Lamy, Frankreich ,Bourgogne,white,Bourgogne Blanc,Domaine Roulot,Frankreich,Bourgogne,white
57109,-0.3216881505689702,477_left,131_right,() Blanc 'Le Merley',Domaine des Remizières, Frankreich ,Rhône,white,Chablis,Domaine des Malandes,Frankreich,Chablis,white
33807,-0.3221230497132505,261_left,5923_right,Dolcetto d'Alba dei Grassi,Azienda Agricola Elio Grasso, Italien ,Piemont,red,Barbera d’Alba Vigna Martina,Elio Grasso,Italien,Barbera d'Alba,red
39232,-0.3232761197461278,295_left,408_right,"Barolo DOCG ""Faletto""",Az. Agr. Falletto, Italien ,Piemont,red,Barolo Castiglione,Vietti,Italien,Barolo,red
59195,-0.3237810972815312,507_left,10692_right,Viognier Sainte Fleur,Domaine de Triennes, Frankreich ,Provence,white,Sainte-Victoire Rosé,Domaine Houchart,Frankreich,Côtes de Provence,rosé
79501,-0.3237810972815312,783_left,10692_right,Viognier Sainte Fleur,Domaine de Triennes, Frankreich ,Provence,white,Sainte-Victoire Rosé,Domaine Houchart,Frankreich,Côtes de Provence,rosé
21672,-0.3246082174927537,177_left,7366_right,Cabernet Sauvignon Mercedes Eguren,Bodegas Eguren Ugarte, Spanien ,Castilla,red,Protocolo Tinto,Dominio de Eguren,Spanien,Castilla,red
21967,-0.32816907147738783,179_left,1829_right,Brunello di Montalcino 'Casanovina Montosoli',Azienda Agricola Le Ragnaie, Italien ,Toscana,red,Brunello di Montalcino,La Rasina,Italien,Brunello di Montalcino,red
