,best_match_score,__id_left,__id_right,wine_name_left,wine_winery_left,wine_country_left,wine_region_left,wine_type_left,wine_name_right,wine_winery_right,wine_country_right,wine_region_right,wine_type_right
29502,-0.006578320788620003,229_left,408_right,barolo brunate,vietti, Italien ,Piemont,red,barolo castiglione,vietti,Italien,Barolo,red
64839,-0.012550289546507599,602_left,10176_right,cuvée diel de diel,schlossgut diel, Deutschland ,Nahe,white,reserve,diel,Deutschland,Nahe,sparkling
27873,-0.012599341308112383,218_left,2944_right,gsm,bodegas castaño, Spanien ,Yecla,red,solanera viñas viejas,castaño,Spanien,Yecla,red
76508,-0.017733638494892272,743_left,5201_right,petresco igt toscana,podere le cinciole, Italien ,Toscana,red,botrosecco maremma toscana,le mortelle,Italien,Maremma Toscana,red
387,-0.017733638494892272,12_left,5201_right,petresco igt toscana,podere le cinciole, Italien ,Toscana,red,botrosecco maremma toscana,le mortelle,Italien,Maremma Toscana,red
56613,-0.0199142011645828,472_left,227_right,riesling auslese niederhäuser hermannshöhle 'goldkapsel' 375 ml,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
59609,-0.0199142011645828,509_left,227_right,riesling auslese niederhäuser hermannshöhle 'goldkapsel' 375 ml,weingut dönnhoff, Deutschland ,Nahe,white,riesling,dönnhoff,Deutschland,Nahe,white
54945,-0.0199483986235813,452_left,7445_right,chardonnay igp,domaine girard, Frankreich ,Languedoc,white,novellum chardonnay,domaine lafage,Frankreich,Languedoc-Roussillon,white
69447,-0.02301265295492185,658_left,4118_right,sauvignon blanc terra rossa westhofen,weingut weedenborn, Deutschland ,Rheinhessen,white,terra fusca sauvignon blanc,russbach,Deutschland,Rheinhessen,white
61999,-0.03599563554889898,559_left,6372_right,grande réserve,weingut weedenborn, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
55166,-0.03599563554889898,453_left,6372_right,grande réserve,weingut weedenborn, Deutschland ,Rheinhessen,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
64009,-0.03692074117033125,593_left,2584_right,grauburgunder trocken '232 über null',weingut weedenborn, Deutschland ,Rheinhessen,white,grauburgunder trocken,weingut metzger,Deutschland,Pfalz,white
38494,-0.037158727109706816,292_left,772_right,château haut-bages libéral grand cru classé,château haut-bages libéral, Frankreich ,Bordeaux,red,pauillac (grand cru classé),château lynch-bages,Frankreich,Pauillac,red
24385,-0.04118655517682768,192_left,2473_right,borgonero rosso toscana magnum,borgo scopeto, Italien ,Toscana,red,toscana rosso,altesino,Italien,Toscana,red
53021,-0.041613117982775984,437_left,2930_right,riesling trocken 'von den terrassen',weingut knebel, Deutschland ,Mosel,white,riesling,reinhard knebel,Deutschland,Mosel,white
45082,-0.04228050429435385,330_left,1536_right,"châteauneuf-du-pape rouge ""hommage à jacques perrin""",château de beaucastel/familie perrin, Frankreich ,Rhône,red,châteauneuf-du-pape,château de beaucastel,Frankreich,Châteauneuf-du-Pape,red
39546,-0.04228050429435385,299_left,1536_right,"châteauneuf-du-pape rouge ""hommage à jacques perrin""",château de beaucastel/familie perrin, Frankreich ,Rhône,red,châteauneuf-du-pape,château de beaucastel,Frankreich,Châteauneuf-du-Pape,red
34502,-0.04228050429435385,268_left,1536_right,"châteauneuf-du-pape rouge ""hommage à jacques perrin""",château de beaucastel/familie perrin, Frankreich ,Rhône,red,châteauneuf-du-pape,château de beaucastel,Frankreich,Châteauneuf-du-Pape,red
35719,-0.04246061588080373,276_left,408_right,barolo lazzarito magnum,vietti, Italien ,Piemont,red,barolo castiglione,vietti,Italien,Barolo,red
54075,-0.04254200030656348,448_left,9110_right,chablis,bessin - tremblay (domaine bessin), Frankreich ,Bourgogne,white,bourgogne chardonnay,domaine faiveley,Frankreich,Bourgogne,white
11932,-0.04358167650357097,105_left,11102_right,rosso igt 'serna 932',borgo molino, Italien ,Veneto,red,rosa rosé,borgo molino,Italien,Venezia,rosé
1562,-0.04465626299125067,22_left,5299_right,château ferran pessac-léognan,château ferran, Frankreich ,Bordeaux,red,pessac-léognan,château la louvière,Frankreich,Pessac-Léognan,red
43097,-0.04998820327638977,321_left,1038_right,château rol valentin grand cru classé,château rol-valentin, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
13460,-0.05477042436592382,115_left,11378_right,barolo ravera,reva, Italien ,Piemont,red,solonoir,réva,Italien,Piemont,sparkling
71326,-0.05904107681580652,678_left,8632_right,riesling selection „ried pfaffenberg“ magnum,weingut emmerich knoll, Österreich ,Niederösterreich,white,loibner riesling federspiel,weingut knoll,Österreich,Wachau,white
73417,-0.06549593093230882,716_left,872_right,chardonnay trocken nonnengarten,weingut k.-h. milch, Deutschland ,Rheinhessen,white,riesling trocken,k.wechsler,Deutschland,Rheinhessen,white
88722,-0.06589858000613216,914_left,672_right,sauvignon blanc sekt brut nature,weingut weedenborn, Deutschland ,Rheinhessen,sparkling,sauvignon blanc,knewitz,Deutschland,Rheinhessen,white
45633,-0.0689840468749418,333_left,1038_right,vieux château certan grand cru classé,vieux château certan, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
77359,-0.06951997541106474,747_left,5201_right,petresco igt toscana magnum,podere le cinciole, Italien ,Toscana,red,botrosecco maremma toscana,le mortelle,Italien,Maremma Toscana,red
1252,-0.06951997541106474,16_left,5201_right,petresco igt toscana magnum,podere le cinciole, Italien ,Toscana,red,botrosecco maremma toscana,le mortelle,Italien,Maremma Toscana,red
8320,-0.06976063627796066,85_left,6942_right,dolcetto d’alba,cantina bartolo mascarello, Italien ,Piemont,red,barbera d'alba,borgogno,Italien,Piemont,red
3001,-0.06980941350003138,41_left,7043_right,barolo cerretta,giacomo conterno, Italien ,Piemont,red,barolo villero,giacomo fenocchio,Italien,Barolo,red
12855,-0.0715182482025954,110_left,3354_right,vinha do infante,quinta do infantado, Portugal ,Douro,red,reserva vinhas velhas,quinta do crasto,Portugal,Douro,red
3474,-0.07953810270069103,45_left,2030_right,"novello ""fantini""",farnese vini srl, Italien ,Abruzzen,red,news novello,farnese,Italien,Abruzzo,red
2799,-0.07984374668883075,40_left,7043_right,barolo arione,giacomo conterno, Italien ,Piemont,red,barolo villero,giacomo fenocchio,Italien,Barolo,red
89767,-0.08345855991467735,935_left,9761_right,champagne 'clos des maladries' grand cru avize,champagne etienne calsac, Frankreich ,Champagne,sparkling,rose de craie rosé champagne,etienne calsac,Frankreich,Schaumwein,sparkling
70461,-0.08528066665495651,671_left,2893_right,"occultum lapidem blanc, côtes du roussillon villages latour de france",domaine de bila haut, Frankreich ,Roussillon,white,côtes du roussillon villages,château de jau,Frankreich,Côtes du Roussillon Villages,red
8117,-0.08528977413049459,84_left,7597_right,langhe nebbiolo,cantina bartolo mascarello, Italien ,Piemont,red,langhe nebbiolo,batasiolo,Italien,Langhe,red
33355,-0.09103032927318193,258_left,2421_right,langhe nebbiolo 'gavarini',azienda agricola elio grasso, Italien ,Piemont,red,langhe nebbiolo,elio filippino,Italien,Langhe,red
41839,-0.0937538181710231,314_left,1038_right,château grand-mayne grand cru classé impérial,château grand-mayne, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
35254,-0.09453738481970762,272_left,2034_right,"ronan by clinet, bordeaux rouge",ronan laborde, Frankreich ,Bordeaux,red,bordeaux rouge,château vircoulon,Frankreich,Bordeaux,red
10465,-0.09487516969029525,96_left,3489_right,les calades,clos saint jean, Frankreich ,Rhône,red,châteauneuf-du-pape,clos saint jean,Frankreich,Châteauneuf-du-Pape,red
50051,-0.09852179784926933,388_left,10176_right,prestige cuvée victor,schlossgut diel, Deutschland ,Nahe,white,reserve,diel,Deutschland,Nahe,sparkling
45983,-0.09965365922609615,335_left,408_right,barolo riserva villero,vietti, Italien ,Piemont,red,barolo castiglione,vietti,Italien,Barolo,red
42866,-0.10162078739951036,320_left,1038_right,château croix de labrie grand cru classé,château croix de labrie, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
44834,-0.10162078739951036,329_left,1038_right,château croix de labrie grand cru classé,château croix de labrie, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
44368,-0.10162078739951036,327_left,1038_right,château croix de labrie grand cru classé,château croix de labrie, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
42382,-0.10162078739951036,318_left,1038_right,château croix de labrie grand cru classé,château croix de labrie, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
42623,-0.10162078739951036,319_left,1038_right,château croix de labrie grand cru classé,château croix de labrie, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
46525,-0.10162078739951036,339_left,1038_right,château croix de labrie grand cru classé,château croix de labrie, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
42042,-0.10177454019256224,315_left,1038_right,château rol valentin grand cru classé magnum,château rol-valentin, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
24015,-0.10306176416540275,189_left,6942_right,dolcetto d'alba doc,albino rocca, Italien ,Piemont,red,barbera d'alba,borgogno,Italien,Piemont,red
60805,-0.10455135453524671,527_left,4758_right,langhe bianco 'grey',reva, Italien ,Piemont,white,langhe bianco,parusso,Italien,Langhe,white
80304,-0.10664473121954408,787_left,3721_right,rouge 'perdrizière',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
82730,-0.10664473121954408,807_left,3721_right,rouge 'perdrizière',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
82508,-0.10664473121954408,806_left,3721_right,rouge 'oudan',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
28701,-0.10664473121954408,224_left,3721_right,rouge 'perdrizière',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
17799,-0.10664473121954408,145_left,3721_right,rouge 'perdrizière',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
28479,-0.10664473121954408,223_left,3721_right,rouge 'oudan',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
30053,-0.12005666396577584,234_left,2473_right,toscana rosso 'troncone',azienda agricola le ragnaie, Italien ,Toscana,red,toscana rosso,altesino,Italien,Toscana,red
16449,-0.12005666396577584,131_left,2473_right,toscana rosso 'troncone',azienda agricola le ragnaie, Italien ,Toscana,red,toscana rosso,altesino,Italien,Toscana,red
3203,-0.12159575041620387,42_left,7043_right,barolo cerretta magnum,giacomo conterno, Italien ,Piemont,red,barolo villero,giacomo fenocchio,Italien,Barolo,red
88464,-0.12277346335381045,911_left,11374_right,chardonnay sekt brut nature,weingut weedenborn, Deutschland ,Rheinhessen,sparkling,cuvée katharina brut nature,raumland,Deutschland,Rheinhessen,sparkling
29777,-0.1271031977851125,233_left,1829_right,brunello di montalcino,azienda agricola le ragnaie, Italien ,Toscana,red,brunello di montalcino,la rasina,Italien,Brunello di Montalcino,red
22407,-0.1271031977851125,181_left,1829_right,brunello di montalcino,azienda agricola le ragnaie, Italien ,Toscana,red,brunello di montalcino,la rasina,Italien,Brunello di Montalcino,red
87830,-0.12875786945093617,903_left,11266_right,prosecco spumante conegliano valdobbiadene docg extra brut,cantina gregoletto, Italien ,Veneto,sparkling,prosecco conegliano valdobbiadene superiore extra dry,la marca,Italien,Conegliano-Valdobbiadene Prosecco,sparkling
3619,-0.13230524787629616,46_left,6061_right,primitivo di manduria 'zolla',farnese vini srl, Italien ,Abruzzen,red,primitivo di manduria zolla,vigneti del salento,Italien,Primitivo di Manduria,red
71595,-0.13428724617780344,683_left,5330_right,chassagne-montrachet blanc 1er cru clos saint jean,domaine blain-gagnard, Frankreich ,Bourgogne,white,chassagne-montrachet blanc,domaine michel niellon,Frankreich,Chassagne-Montrachet,white
2367,-0.1363027070438378,35_left,7043_right,barolo docg francia,giacomo conterno, Italien ,Piemont,red,barolo villero,giacomo fenocchio,Italien,Barolo,red
21031,-0.13800255934907107,174_left,1038_right,château langoa barton grand cru classé,château léoville barton/langoa barton, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
21234,-0.13800255934907107,175_left,1038_right,château langoa barton grand cru classé,château léoville barton/langoa barton, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
65635,-0.13804050080376437,613_left,5330_right,chassagne-montrachet blanc 'le concis du champs',domaine hubert lamy, Frankreich ,Bourgogne,white,chassagne-montrachet blanc,domaine michel niellon,Frankreich,Chassagne-Montrachet,white
19268,-0.14446922033696624,153_left,6696_right,cornas 'temenos',maison chapoutier, Frankreich ,Rhône,red,cornas les arènes ,m. chapoutier,Frankreich,Cornas,red
831,-0.14623976149771514,14_left,3502_right,chianti classico gran selecione aluigi,podere le cinciole, Italien ,Toscana,red,chianti classico gran selezione,fonterutoli,Italien,Chianti Classico,red
76978,-0.14623976149771514,745_left,3502_right,chianti classico gran selecione aluigi,podere le cinciole, Italien ,Toscana,red,chianti classico gran selezione,fonterutoli,Italien,Chianti Classico,red
67685,-0.157050162156018,637_left,6372_right,riesling trocken '55 grad' sonderedition,weingut walter, Deutschland ,Mosel,white,riesling trocken,weingut geil,Deutschland,Rheinhessen,white
49528,-0.1587800559215733,382_left,2927_right,riesling großkarlbacher burgweg 1. lage,weingut philipp kuhn, Deutschland ,Rheinhessen,white,riesling tradition,philipp kuhn,Deutschland,Pfalz,white
2572,-0.16349220938683126,37_left,6942_right,dolcetto d’alba doc,giuseppe rinaldi, Italien ,Piemont,red,barbera d'alba,borgogno,Italien,Piemont,red
76115,-0.16925730793944307,740_left,6672_right,cerasuolo d'abruzzo doc,azienda agricola valentini, Italien ,Abruzzen,sparkling,trebbiano d'abruzzo,valentini,Italien,Trebbiano d'Abruzzo,white
50258,-0.16978538268454865,390_left,9149_right,moscato d'asti docg,albino rocca, Italien ,Piemont,white,moscato,dilé,Italien,Piemont,white
9790,-0.16998301938144958,92_left,3994_right,"occultum lapidem rouge, cts. du roussillon vill. latour de france",domaine de bila haut, Frankreich ,Roussillon,red,authentique côtes du roussillon rouge,domaine lafage,Frankreich,Côtes du Roussillon,red
23113,-0.17888953470128496,184_left,1829_right,brunello di montalcino magnum,azienda agricola le ragnaie, Italien ,Toscana,red,brunello di montalcino,la rasina,Italien,Brunello di Montalcino,red
19479,-0.17948903742235134,154_left,7163_right,nero di troia 'canace',cantina diomede, Italien ,Apulien & Abruzzen,red,nero di troia,zensa,Italien,Puglia,red
80977,-0.18374150284571752,790_left,5960_right,rosso di montalcino,azienda agricola le ragnaie, Italien ,Toscana,red,rosso di montalcino,la poderina,Italien,Rosso di Montalcino,red
81333,-0.18374150284571752,793_left,5960_right,rosso di montalcino,azienda agricola le ragnaie, Italien ,Toscana,red,rosso di montalcino,la poderina,Italien,Rosso di Montalcino,red
23584,-0.18374150284571752,186_left,5960_right,rosso di montalcino,azienda agricola le ragnaie, Italien ,Toscana,red,rosso di montalcino,la poderina,Italien,Rosso di Montalcino,red
19755,-0.18374150284571752,159_left,5960_right,rosso di montalcino,azienda agricola le ragnaie, Italien ,Toscana,red,rosso di montalcino,la poderina,Italien,Rosso di Montalcino,red
32844,-0.1846118656097396,251_left,5233_right,chassagne-montrachet rouge 1er cru clos saint jean,domaine blain-gagnard, Frankreich ,Bourgogne,red,chassagne-montrachet rouge,bertrand bachelet,Frankreich,Chassagne-Montrachet,red
74656,-0.18548187208277594,730_left,10705_right,rosé méditerranée,domaine de triennes, Frankreich ,Provence,sparkling,rosé,domaine houchart,Frankreich,Côtes de Provence,rosé
44134,-0.18816990594945485,326_left,1038_right,château côte de baleau grand cru classé magnum,château côte de baleau, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
90032,-0.19239772420299298,938_left,12381_right,cuvée elisabeth salmon rosé,champagne billecart salmon, Frankreich ,Champagne,sparkling,extra brut champagne,billecart-salmon,Frankreich,Schaumwein,sparkling
13953,-0.20594760438502274,118_left,404_right,gigondas 'réserve' rouge,domaine des bosquets, Frankreich ,Rhône,red,reserve rouge,domaine des deux cles,Frankreich,Vallee du Paradis,red
51241,-0.20739206520616343,402_left,7076_right,"ronan by clinet, bordeaux blanc",ronan laborde, Frankreich ,Bordeaux,white,bordeaux blanc,château pierrail,Frankreich,Bordeaux,white
21442,-0.20913092952268073,176_left,1752_right,tempranillo literflasche,bodegas eguren ugarte, Spanien ,Kastilien-Léon,red,épico tempranillo,dominio de eguren,Spanien,Castilla,red
68494,-0.2197606951354767,643_left,3982_right,"pinot grigio ""fantini"" terre di siciliani",farnese vini srl, Italien ,Sizilien,white,pinot grigio,stemmari,Italien,Sizilien,white
57331,-0.22700381907708975,478_left,7285_right,crozes hermitage blanc 'cuvée particulière',domaine des remizières, Frankreich ,Rhône,white,les galets crozes-hermitage,domaine des hauts châssis,Frankreich,Crozes-Hermitage,red
76717,-0.23158572615537348,744_left,6418_right,chianti classico docg,podere le cinciole, Italien ,Toscana,red,cinciorosso,cinciole,Italien,Chianti,red
596,-0.23158572615537348,13_left,6418_right,chianti classico docg,podere le cinciole, Italien ,Toscana,red,cinciorosso,cinciole,Italien,Chianti,red
22176,-0.23767046782004952,180_left,1829_right,brunello di montalcino 'fornace',azienda agricola le ragnaie, Italien ,Toscana,red,brunello di montalcino,la rasina,Italien,Brunello di Montalcino,red
7671,-0.23852039029697422,82_left,4435_right,corton grand cru 'clos des cortons faiveley' monopole,domaine faiveley, Frankreich ,Bourgogne,red,beaune 1er cru 'clos de l'ecu' (monopole),domaine faiveley,Frankreich,Beaune,red
14195,-0.23981730674874185,119_left,2631_right,le petit vin,domaine des bosquets, Frankreich ,Rhône,red,petit chablis,domaine des hâtes,Frankreich,Petit Chablis,white
26788,-0.24069622393740545,211_left,303_right,masseto,masseto, Italien ,Toscana,red,tignanello,antinori,Italien,Toscana,red
6698,-0.24254646192614776,75_left,5983_right,moulin à vent 'au michelon',domaine mee godard, Frankreich ,Bourgogne,red,la rochelle moulin à vent,domaine anita,Frankreich,Moulin-à-Vent,red
90436,-0.24418406111916544,940_left,12381_right,cuvée elisabeth salmon rosé magnum,champagne billecart salmon, Frankreich ,Champagne,sparkling,extra brut champagne,billecart-salmon,Frankreich,Schaumwein,sparkling
7322,-0.2471451823173871,80_left,4435_right,chambertin-clos de bèze grand cru,domaine faiveley, Frankreich ,Bourgogne,red,beaune 1er cru 'clos de l'ecu' (monopole),domaine faiveley,Frankreich,Beaune,red
80526,-0.2502411193291652,788_left,3721_right,rouge 'chez coste',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
82989,-0.2502411193291652,808_left,3721_right,rouge 'chez coste',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
18021,-0.2502411193291652,146_left,3721_right,rouge 'chez coste',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
28948,-0.2502411193291652,225_left,3721_right,rouge 'chez coste',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
3828,-0.2541993788592058,47_left,9723_right,toscana rosso 'hebo',azienda agricola petra, Italien ,Maremma,red,bradisismo veneto rosso,inama azienda agricola,Italien,Veneto,red
19065,-0.26083678404365096,152_left,5315_right,pinot noir trocken barrique,gantenbein, Schweiz ,Graubünden,red,prago pinot noir,weingut metzger,Deutschland,Pfalz,red
9377,-0.2688512875119039,90_left,3169_right,hermitage rouge 'autrement',domaine des remizières, Frankreich ,Rhône,red,crozes-hermitage rouge,e. guigal,Frankreich,Crozes-Hermitage,red
75001,-0.26953656986112223,733_left,9919_right,rosé 'cabochard',domaine sérol, Frankreich ,Loire,sparkling,rosé de loire,domaine de terrebrune,Frankreich,Rosé de Loire,rosé
79869,-0.26953656986112223,785_left,9919_right,rosé 'cabochard',domaine sérol, Frankreich ,Loire,sparkling,rosé de loire,domaine de terrebrune,Frankreich,Rosé de Loire,rosé
36316,-0.28297041705542836,280_left,7222_right,gigondas 'l'argnée' vieilles vignes familie perrin,château de beaucastel/familie perrin, Frankreich ,Rhône,red,gigondas la gille,famille perrin,Frankreich,Gigondas,red
4052,-0.28297041705542836,50_left,7222_right,gigondas 'l'argnée' vieilles vignes familie perrin,château de beaucastel/familie perrin, Frankreich ,Rhône,red,gigondas la gille,famille perrin,Frankreich,Gigondas,red
59373,-0.28468090159690734,508_left,1441_right,blanc 'les auréliens',domaine de triennes, Frankreich ,Provence,white,sauvignon blanc les mariés,domaine de la baume,Frankreich,Languedoc-Roussillon,white
79646,-0.28468090159690734,784_left,1441_right,blanc 'les auréliens',domaine de triennes, Frankreich ,Provence,white,sauvignon blanc les mariés,domaine de la baume,Frankreich,Languedoc-Roussillon,white
23344,-0.28945680473622204,185_left,1829_right,brunello di montalcino 'fornace' magnum,azienda agricola le ragnaie, Italien ,Toscana,red,brunello di montalcino,la rasina,Italien,Brunello di Montalcino,red
34968,-0.292402520768768,270_left,9110_right,chambolle-musigny ac,domaine hudelot-noëllat, Frankreich ,Bourgogne,red,bourgogne chardonnay,domaine faiveley,Frankreich,Bourgogne,white
12428,-0.292402520768768,108_left,9110_right,chambolle-musigny ac,domaine hudelot-noëllat, Frankreich ,Bourgogne,red,bourgogne chardonnay,domaine faiveley,Frankreich,Bourgogne,white
25526,-0.292402520768768,203_left,9110_right,chambolle-musigny ac,domaine hudelot-noëllat, Frankreich ,Bourgogne,red,bourgogne chardonnay,domaine faiveley,Frankreich,Bourgogne,white
6471,-0.2947312191050096,74_left,9110_right,morgon 'corcelette',domaine mee godard, Frankreich ,Bourgogne,red,bourgogne chardonnay,domaine faiveley,Frankreich,Bourgogne,white
67990,-0.30103530774421744,641_left,1896_right,"mercurey blanc 1er cru ""pièce 15""",domaine lorenzon, Frankreich ,Bourgogne,white,bourgogne blanc,domaine roulot,Frankreich,Bourgogne,white
62647,-0.30151473642321014,573_left,11741_right,chardonnay langhe 'da bertü',albino rocca, Italien ,Piemont,white,chardonnay brut,borgo maragliano,Italien,Piemont,sparkling
7883,-0.30469838805999855,83_left,193_right,barolo,cantina bartolo mascarello, Italien ,Piemont,red,barolo,prunotto,Italien,Barolo,red
27639,-0.30469838805999855,217_left,193_right,barolo,cantina bartolo mascarello, Italien ,Piemont,red,barolo,prunotto,Italien,Barolo,red
47248,-0.30691410167694694,343_left,1038_right,château leoville las cases grand cru classé magnum,château léoville las cases, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
80758,-0.3149567421979206,789_left,3721_right,rouge 'eclat de granite',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
18251,-0.3149567421979206,147_left,3721_right,rouge 'eclat de granite',domaine sérol, Frankreich ,Loire,red,rouge,domaine houchart,Frankreich,Côtes de Provence,red
37925,-0.31538726442047815,289_left,293_right,"v. i. t., côtes du roussillon villages latour de france",domaine de bila haut, Frankreich ,Roussillon,red,les terroirs côtes du roussillon villages,calmel & joseph,Frankreich,Côtes du Roussillon Villages,red
49069,-0.3210580002164813,366_left,1896_right,saint-aubin blanc 'la princée',domaine hubert lamy, Frankreich ,Bourgogne,white,bourgogne blanc,domaine roulot,Frankreich,Bourgogne,white
57094,-0.3216881505689702,477_left,131_right,() blanc 'le merley',domaine des remizières, Frankreich ,Rhône,white,chablis,domaine des malandes,Frankreich,Chablis,white
33784,-0.3221230497132505,261_left,5923_right,dolcetto d'alba dei grassi,azienda agricola elio grasso, Italien ,Piemont,red,barbera d’alba vigna martina,elio grasso,Italien,Barbera d'Alba,red
39198,-0.3232761197461278,295_left,408_right,"barolo docg ""faletto""",az. agr. falletto, Italien ,Piemont,red,barolo castiglione,vietti,Italien,Barolo,red
79442,-0.3237810972815312,783_left,10692_right,viognier sainte fleur,domaine de triennes, Frankreich ,Provence,white,sainte-victoire rosé,domaine houchart,Frankreich,Côtes de Provence,rosé
59160,-0.3237810972815312,507_left,10692_right,viognier sainte fleur,domaine de triennes, Frankreich ,Provence,white,sainte-victoire rosé,domaine houchart,Frankreich,Côtes de Provence,rosé
21650,-0.3246082174927537,177_left,7366_right,cabernet sauvignon mercedes eguren,bodegas eguren ugarte, Spanien ,Castilla,red,protocolo tinto,dominio de eguren,Spanien,Castilla,red
21945,-0.32816907147738783,179_left,1829_right,brunello di montalcino 'casanovina montosoli',azienda agricola le ragnaie, Italien ,Toscana,red,brunello di montalcino,la rasina,Italien,Brunello di Montalcino,red
17365,-0.334426594011582,143_left,2160_right,cabernet sauvignon estate,ridge vineyards, USA ,Santa Cruz Montains,red,cabernet sauvignon,lievland vineyards,Südafrika,Küstenregion,red
40348,-0.33532757115979245,304_left,5448_right,château la tour du pin grand cru classé magnum,château la tour du pin, Frankreich ,Bordeaux,red,château la roque de by,château la tour de by,Frankreich,Médoc,red
47865,-0.3365263260159882,346_left,1038_right,château leoville las cases grand cru classé doppelmagnum,château léoville las cases, Frankreich ,Bordeaux,red,château giscours (grand cru classé),château giscours,Frankreich,Margaux,red
73072,-0.33927089496629204,713_left,1828_right,"chardonnay tba nr. 10 ""nouvelle vague"" 375 ml",weingut kracher, Österreich ,Burgenland,white,zweigelt trocken,kracher,Österreich,Burgenland,red
54460,-0.33980526929942706,450_left,3557_right,chablis 1er cru 'la forêt',bessin - tremblay (domaine bessin), Frankreich ,Bourgogne,white,chablis 1er cru 'vaillons',domaine servin,Frankreich,Chablis 1er Cru 'Vaillons',white
67456,-0.33980526929942706,636_left,3557_right,chablis 1er cru 'la forêt',bessin - tremblay (domaine bessin), Frankreich ,Bourgogne,white,chablis 1er cru 'vaillons',domaine servin,Frankreich,Chablis 1er Cru 'Vaillons',white
40808,-0.3446761393495414,306_left,1158_right,château clos chaumont,château clos chaumont, Frankreich ,Bordeaux,red,bordeaux,château malbec,Frankreich,Bordeaux,red
17183,-0.34956620516143677,142_left,2545_right,geyserville,ridge vineyards, USA ,Alexander Valley,red,cabernet sauvignon,jordan,Vereinigte Staaten,Alexander Valley,red
7108,-0.35103519698704005,79_left,2631_right,minervois tradition,domaine des aires hautes, Frankreich ,Languedoc,red,petit chablis,domaine des hâtes,Frankreich,Petit Chablis,white
34262,-0.35785710656778164,267_left,3414_right,"mercurey village rouge ""clos du chapître""",domaine lorenzon, Frankreich ,Bourgogne,red,mercurey clos rochette,domaine faiveley,Frankreich,Mercurey,white
36921,-0.3669798507377646,283_left,3416_right,gigondas ac rouge 'le lieu dit',domaine des bosquets, Frankreich ,Rhône,red,gigondas aux lieux-dits,domaine santa duc,Frankreich,Gigondas,red
15026,-0.3669798507377646,123_left,3416_right,gigondas ac rouge 'le lieu dit',domaine des bosquets, Frankreich ,Rhône,red,gigondas aux lieux-dits,domaine santa duc,Frankreich,Gigondas,red
39944,-0.3669798507377646,302_left,3416_right,gigondas ac rouge 'le lieu dit',domaine des bosquets, Frankreich ,Rhône,red,gigondas aux lieux-dits,domaine santa duc,Frankreich,Gigondas,red
37656,-0.37260746662544947,287_left,154_right,rosso di montalcino,baricci colombaio montosoli s. s., Italien ,Toscana,red,rosso di montalcino,banfi,Italien,Rosso di Montalcino,red
90682,-0.3734146337361603,941_left,9918_right,clos du mesnil,champagne krug, Frankreich ,Champagne,sparkling,blanc de noirs brut champagne,champagne lombardi,Frankreich,Schaumwein,sparkling
